abstract,KeyWords,type,jounary,DOI,title,author,category,fund,public_date,author info
"摘要
Growing evidence is showing the usefulness of lung ultrasound in patients with the 2019 new coronavirus disease (COVID-19). Severe acute respiratory syndrome coronavirus 2 has now spread in almost every country in the world. In this study, we share our experience and propose a standardized approach to optimize the use of lung ultrasound in patients with COVID-19. We focus on equipment, procedure, classification, and data sharing.",作者关键词:COVID-19; lung ultrasound; point-of-care ultrasound; scoring system,文献类型:Article; Early Access,JOURNAL OF ULTRASOUND IN MEDICINE,10.1002/jum.15285,"Proposal for International Standardization of the Use of Lung Ultrasound for Patients With COVID-19 A Simple, Quantitative, Reproducible Method","作者:Soldati, G (Soldati, Gino)[ 1 ] ; Smargiassi, A (Smargiassi, Andrea); Inchingolo, R (Inchingolo, Riccardo)[ 2 ] ; Buonsenso, D (Buonsenso, Danilo)[ 3 ] ; Perrone, T (Perrone, Tiziano); Briganti, DF (Briganti, Domenica Federica)[ 4,5 ] ; Perlini, S (Perlini, Stefano)[ 4,5 ] ; Torri, E (Torri, Elena)[ 6 ] ; Mariani, A (Mariani, Alberto)[ 7 ] ; Mossolani, EE (Mossolani, Elisa Eleonora)[ 8 ] ...更多内容","研究方向:Acoustics; Radiology, Nuclear Medicine & Medical Imaging",,APR 2020,"Univ Trento, Dept Informat Engn & Comp Sci, Via Sommar 9, I-38123 Povo, Italy.
[ 1 ] Valle Serchio Gen Hosp, Diagnost & Intervent Ultrasound Unit, Lucca, Italy
[ 2 ] Ist Ricovero & Cura Carattere Sci, Fdn Policlin Univ Agostino Gemelli, Dept Cardiovasc & Thorac Sci, Pulm Med Unit, Rome, Italy
[ 3 ] Ist Ricovero & Cura Carattere Sci, Fdn Policlin Univ Agostino Gemelli, Dept Woman & Child Hlth & Publ Hlth, Rome, Italy
[ 4 ] Univ Pavia, Policlin San Matteo, Fdn Ist Ricovero & Cura Carattere Sci, Emergency Dept, Pavia, Italy
[ 5 ] Univ Pavia, Dept Internal Med & Therapeut, Pavia, Italy
[ 6 ] Bresciamed, Brescia, Italy
[ 7 ] Unita Sabutaria Locale 118 Nordovest Toscana, Lucca, Italy
[ 8 ] Gen Hosp, Emergency Med Unit, Voghera, Italy
[ 9 ] Lodi Gen Hosp, Pulm Med Unit, Lodi, Italy
[ 10 ] Univ Trento, Ultrasound Lab Trento, Dept Informat Engn & Comp Sci, Trento, Italy
"
"摘要
This study aimed (1) to present public health interventions to mitigate the early spread of SARS-CoV-2 implemented in Poland between January 9 and March 29, 2020, and (2) to analyze the potential impact of these regulations on the early phase of the COVID-19 outbreak in Poland.

All legal regulations published in the Journal of Laws between January 9 and March 29, 2020, were analyzed. Out of 406 legal regulations identified, 56 were related to the COVID-19 outbreak. Moreover, the official announcements published on the governmental websites dedicated to the coronavirus and health issues were analyzed.

On March 4, Poland reported the first laboratory-confirmed COVID-19 case. On March 9, Poland introduced border sanitary control. Six days after the first laboratory-confirmed COVID-19 case, all mass events in Poland were banned. All schools and universities were closed 8 days after the first COVID-19 case. All gastronomic facilities and sport and entertainment services were limited starting on March 14. Eleven days after the first COVID-19 case, controls at all Polish borders were introduced, and a ban on entry into Poland by foreigners (with some exemptions) was implemented. Starting on March 15, all citizens returning from abroad had to undergo compulsory 14 days self-quarantine. On March 20, a state of epidemic was announced, which resulted in new social distancing measures starting on March 25.

In Poland, compared to other European countries, far-reaching solutions were implemented relatively early to reduce the spread of infection.",作者关键词:Coronavirus; Coronavirus Infections; COVID-19; Epidemics; Health Policy,文献类型:Article,MEDICAL SCIENCE MONITOR,e924730,Public Health Interventions to Mitigate Early Spread of SARS-CoV-2 in Poland,"作者:Pinkas, J (Pinkas, Jaroslaw)[ 1 ] ; Jankowski, M (Jankowski, Mateusz)[ 1 ] ; Szumowski, L (Szumowski, Lukasz)[ 2 ] ; Lusawa, A (Lusawa, Aleksandra)[ 3 ] ; Zgliczynski, WS (Zgliczynski, Wojciech S.)[ 1 ] ; Raciborski, F (Raciborski, Filip)[ 4 ] ; Wierzba, W (Wierzba, Waldemar)[ 3 ] ; Gujski, M (Gujski, Mariusz)[ 4 ]",研究方向:Research & Experimental Medicine,,出版年: APR 13 2020,"Ctr Postgrad Med Educ, Sch Publ Hlth, Warsaw, Poland.
[ 1 ] Ctr Postgrad Med Educ, Sch Publ Hlth, Warsaw, Poland
[ 2 ] Natl Inst Cardiol, Dept Cardiac Arrhythmia, Warsaw, Poland
[ 3 ] Univ Humanities & Econ Lodz, Satellite Campus Warsaw, Warsaw, Poland
[ 4 ] Med Univ Warsaw, Dept Prevert Ervironm Hazards & Allergol, Warsaw, Poland
"
"摘要
The present global health emergency involving the emergence and rapid spread of a novel coronavirus has prompted the world scientific community to consider how it can help to fight this growing viral pandemic. With few safe and effective drugs available to combat this threat to humanity and the normal functioning of our society, the oligonucleotide research community is uniquely positioned to apply its technology and expertise to help alleviate the crisis, thanks to its capacity for rational drug design, swift development cycles, and pursuing targets undruggable by conventional treatment strategies.",作者关键词:coronavirus; virus-host interactions; chemistry optimization,文献类型:Article; Early Access,NUCLEIC ACID THERAPEUTICS,10.1089/nat.2020.0868,Oligonucleotides and the COVID-19 Pandemic: A Perspective,"作者:Rossi, JJ (Rossi, John J.)[ 1 ] ; Rossi, D (Rossi, Daniel)[ 2 ]",研究方向:Biochemistry & Molecular Biology; Pharmacology & Pharmacy; Research & Experimental Medicine,,APR 2020,"Beckman Res Inst City Hope, Dept Mol & Cellular Biol, 1500 East Duarte Rd, Duarte, CA 91010 USA.
[ 1 ] Beckman Res Inst City Hope, Dept Mol & Cellular Biol, 1500 East Duarte Rd, Duarte, CA 91010 USA
[ 2 ] ISTAT Therapeut, Monrovia, CA USA
"
"摘要
Orleans Parish in Louisiana is in the midst of an exponentially increasing number of patient admissions with COVID-19 and respiratory symptoms. Patients have been described having CT findings most consistent with an early-stage (<7 days from symptoms onset) or an advanced stage (8-14 days from symptoms onset). We describe and illustrate those early and advanced stage CT findings from patients with documented COVID-19 who have been admitted to University Medical Center in New Orleans, Louisiana.",作者关键词:COVID-19; CT,文献类型:Article; Early Access,ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,10.1111/echo.14662,"Radiologic chest CT findings from COVID-19 in Orleans Parish, Louisiana","作者:Danrad, R (Danrad, Raman)[ 1,2 ] ; Smith, DL (Smith, David L.)[ 1,2 ] ; Kerut, EK (Kerut, Edmund K.)[ 3,4 ]",研究方向:Cardiovascular System & Cardiology,,APR 2020,"Heart Clin Louisiana, 1111 Med Ctr Blvd,Suite N613, Marrero, LA 70071 USA.
[ 1 ] LSU Hlth Sci Ctr, Sch Med, Dept Radiol, New Orleans, LA USA
[ 2 ] Univ Med Ctr, New Orleans, LA USA
[ 3 ] LSU Hlth Sciences Ctr, Sch Med, Div Cardiovasc Dis, New Orleans, LA USA
[ 4 ] Heart Clin Louisiana, 1111 Med Ctr Blvd,Suite N613, Marrero, LA 70071 USA
"
"摘要
In December 2019, the world started to face a new pandemic situation, the severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2). Although coronavirus disease (COVID-19) clinical manifestations are mainly respiratory, major cardiac complications are being reported. Cardiac manifestations etiology seems to be multifactorial, comprising direct viral myocardial damage, hypoxia, hypotension, enhanced inflammatory status, ACE2-receptors downregulation, drug toxicity, endogenous catecholamine adrenergic status, among others. Studies evaluating patients with COVID-19 presenting cardiac injury markers show that it is associated with poorer outcomes, and arrhythmic events are not uncommon. Besides, drugs currently used to treat the COVID-19 are known to prolong the QT interval and can have a proarrhythmic propensity. This review focus on COVID-19 cardiac and arrhythmic manifestations and, in parallel, makes an appraisal of other virus epidemics as SARS-CoV, Middle East respiratory syndrome coronavirus, and H1N1 influenza.",作者关键词:arrhythmia; COVID-19; myocardial damage; myocarditis; SARS-CoV-2,文献类型:Review; Early Access,JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,10.1111/jce.14479,Cardiac and arrhythmic complications in patients with COVID-19,"作者:Kochi, AN (Kochi, Adriano Nunes)[ 1 ] ; Tagliari, AP (Tagliari, Ana Paula)[ 2 ] ; Forleo, GB (Forleo, Giovanni Battista)[ 3 ] ; Fassini, GM (Fassini, Gaetano Michele)[ 1 ] ; Tondo, C (Tondo, Claudio)[ 1,4 ]",研究方向:Cardiovascular System & Cardiology,,APR 2020,"Ctr Cardiol Monzino IRCCS, Heart Rhythm Ctr, Via Carlo Parea 4, I-20138 Milan, Italy.
[ 1 ] Ctr Cardiol Monzino IRCCS, Heart Rhythm Ctr, Via Carlo Parea 4, I-20138 Milan, Italy
[ 2 ] Univ Hosp Zurich, Cardiovasc Surg Dept, Zurich, Switzerland
[ 3 ] Luigi Sacco Hosp, Arrhythmol, Milan, Italy
[ 4 ] Univ Milan, Dept Clin Sci & Community Hlth, Milan, Italy
"
,,文献类型:Letter; Early Access,JOURNAL OF DERMATOLOGICAL TREATMENT,10.1080/09546634.2020.1751040,COVID-19: Challenges and opportunities for dermatology response,"作者:Chawla, S (Chawla, Sumir)[ 1 ]",研究方向:Dermatology,,APR 2020,"Imperial Coll NHS Healthcare, London, England.
[ 1 ] Imperial Coll NHS Healthcare, London, England
"
,作者关键词:adipose; BMI; COVID-19; human angiotensin converting enzyme 2; obesity,文献类型:Editorial Material; Early Access,OBESITY REVIEWS,10.1111/obr.13034,Risk of COVID-19 for patients with obesity,"作者:Kassir, R (Kassir, Radwan)[ 1 ]",研究方向:Endocrinology & Metabolism,,APR 2020,"CHU Felix Guyon, Dept Digest Surg, St Denis, Reunion, France.
[ 1 ] CHU Felix Guyon, Dept Bariatr Surg, St Denis, Reunion, France
"
"摘要
""COVID-19"" is the word that certainly isn't forgotten by everybody who lives in the first half of the twenty-first century. COVID-19, as a pandemic, has led many researchers from different biomedical fields to find solutions or treatments to manage the pandemic. However, no standard treatment for this disease has been discovered to date. Probably, preventing the severe acute respiratory infection form of COVID-19 as the most dangerous phase of this disease can be helpful for the treatment and reduction of the death rate. In this regard, mesenchymal stem cells (MSCs)-based immunomodulation treatment has been proposed as a suitable therapeutic approach and several clinical trials have begun. Recently, MSCs according to their immunomodulatory and regenerative properties attract attention in clinical trials. After the intravenous transplantation of MSCs, a significant population of cells accumulates in the lung, which they alongside immunomodulatory effect could protect alveolar epithelial cells, reclaim the pulmonary microenvironment, prevent pulmonary fibrosis, and cure lung dysfunction. Given the uncertainties in this area, we reviewed reported clinical trials and hypotheses to provide useful information to researchers and those interested in stem cell therapy. In this study, we considered this new approach to improve patient's immunological responses to COVID-19 using MSCs and discussed the aspects of this proposed treatment. However, currently, there are no approved MSC-based approaches for the prevention and/or treatment of COVID-19 patients but clinical trials ongoing.",作者关键词:COVID-19; Coronavirus; Mesenchymal stem cell; Stem cell therapy; Immunomodulatory; Clinical trials,文献类型:Review; Early Access,STEM CELL REVIEWS AND REPORTS,10.1007/s12015-020-09973-w,Mesenchymal Stem Cell Therapy for COVID-19: Present or Future,"作者:Golchin, A (Golchin, Ali)[ 1 ] ; Seyedjafari, E (Seyedjafari, Ehsan)[ 2 ] ; Ardeshirylajimi, A (Ardeshirylajimi, Abdolreza)[ 3,4 ]",研究方向:Cell Biology; Research & Experimental Medicine,,APR 2020,"Urmia Univ Med Sci, Sch Med, Dept Clin Biochem & Appl Cell Sci, Orumiyeh, Iran.
Shahid Beheshti Univ Med Sci, Urogenital Stem Cell Res Ctr, Tehran, Iran.
SinaCell Res & Prod Ctr, Tehran, Iran.
[ 1 ] Urmia Univ Med Sci, Sch Med, Dept Clin Biochem & Appl Cell Sci, Orumiyeh, Iran
[ 2 ] Univ Tehran, Coll Sci, Dept Biotechnol, Tehran, Iran
[ 3 ] Shahid Beheshti Univ Med Sci, Urogenital Stem Cell Res Ctr, Tehran, Iran
[ 4 ] SinaCell Res & Prod Ctr, Tehran, Iran
"
,,文献类型:Letter,ALIMENTARY PHARMACOLOGY & THERAPEUTICS,10.1111/apt.15752,"Letter: Covid-19, and vitamin D","作者:Panarese, A (Panarese, Alba)[ 1 ] ; Shahini, E (Shahini, Endrit)[ 2 ]",研究方向:Gastroenterology & Hepatology; Pharmacology & Pharmacy,,出版年: MAY 2020,"Saverio De Bellis Res Hosp, Natl Inst Gastroenterol, Dept Gastroenterol & Digest Endoscopy, Castellana Grotte, Bari, Italy.
[ 1 ] Saverio De Bellis Res Hosp, Natl Inst Gastroenterol, Dept Gastroenterol & Digest Endoscopy, Castellana Grotte, Bari, Italy
[ 2 ] FPO, IRCCS, Ist Candiolo, Candiolo, Torino, Italy
"
,,文献类型:Editorial Material; Early Access,JOURNAL OF CLINICAL NURSING,10.1111/jocn.15257,Life in the pandemic: Some reflections on nursing in the context of COVID-19,"作者:Jackson, D (Jackson, Debra)[ 1 ] ; Bradbury-Jones, C (Bradbury-Jones, Caroline)[ 2 ] ; Baptiste, D (Baptiste, Diana)[ 3 ] ; Gelling, L (Gelling, Leslie)[ 4 ] ; Morin, K (Morin, Karen)[ 5 ] ; Neville, S (Neville, Stephen)[ 6 ] ; Smith, GD (Smith, Graeme D.)[ 7 ]",研究方向:Nursing,,APR 2020,"Univ Technol Sydney, Sydney, NSW, Australia.
[ 1 ] Univ Technol Sydney, Sydney, NSW, Australia
[ 2 ] Univ Birmingham, Birmingham, W Midlands, England
[ 3 ] Johns Hopkins Univ, Baltimore, MD USA
[ 4 ] Bournemouth Univ, Bournemouth, Dorset, England
[ 5 ] Univ Wisconsin, Milwaukee, WI 53201 USA
[ 6 ] Auckland Univ Technol, Auckland, New Zealand
[ 7 ] Caritas Inst Higher Educ, Tseung Kwan O, Hong Kong, Peoples R China
"
,,文献类型:Letter; Early Access,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,10.1080/00952990.2020.1753759,What we can learn from COVID-19 outbreak in Iran about the importance of alcohol use education,"作者:Shalbafan, M (Shalbafan, Mohammadreza)[ 1 ] ; Khademoreza, N (Khademoreza, Noushin)[ 2 ]",研究方向:Psychology; Substance Abuse,,APR 2020,"Iran Univ Med Sci, Mental Hlth Res Ctr, Shahid Mansouri St,Niyayesh St, Tehran, Iran.
[ 1 ] Iran Univ Med Sci, Mental Hlth Res Ctr, Shahid Mansouri St,Niyayesh St, Tehran, Iran
[ 2 ] Iran Univ Med Sci, Mental Hlth Res Ctr, Sch Behav Sci & Mental Hlth, Tehran Inst Psychiat, Tehran, Iran
"
"摘要
Background Coronavirus disease 2019 (COVID-19) is an emerging infectious disease of pandemic proportions. Healthcare workers in Singapore working in high-risk areas were mandated to wear personal protective equipment (PPE) such as N95 face mask and protective eyewear while attending to patients.

Objectives We sought to determine the risk factors associated with the development of de novo PPE-associated headaches as well as the perceived impact of these headaches on their personal health and work performance. The impact of COVID-19 on pre-existing headache disorders was also investigated.

Methods This is a cross-sectional study among healthcare workers at our tertiary institution who were working in high-risk hospital areas during COVID-19. All respondents completed a self-administered questionnaire.

Results A total of 158 healthcare workers participated in the study. Majority [126/158 (77.8%)] were aged 21-35 years. Participants included nurses [102/158 (64.6%)], doctors [51/158 (32.3%)], and paramedical staff [5/158 (3.2%)]. Pre-existing primary headache diagnosis was present in about a third [46/158 (29.1%)] of respondents. Those based at the emergency department had higher average daily duration of combined PPE exposure compared to those working in isolation wards [7.0 (SD 2.2) vs 5.2 (SD 2.4) hours, P < .0001] or medical ICU [7.0 (SD 2.2) vs 2.2 (SD 0.41) hours, P < .0001]. Out of 158 respondents, 128 (81.0%) respondents developed de novo PPE-associated headaches. A pre-existing primary headache diagnosis (OR = 4.20, 95% CI 1.48-15.40; P = .030) and combined PPE usage for >4 hours per day (OR 3.91, 95% CI 1.35-11.31; P = .012) were independently associated with de novo PPE-associated headaches. Since COVID-19 outbreak, 42/46 (91.3%) of respondents with pre-existing headache diagnosis either ""agreed"" or ""strongly agreed"" that the increased PPE usage had affected the control of their background headaches, which affected their level of work performance.

Conclusion Most healthcare workers develop de novo PPE-associated headaches or exacerbation of their pre-existing headache disorders.",作者关键词:personal protection equipment (PPE); headache; healthcare workers; face mask; N95; eyewear; goggles; coronavirus disease; coronavirus disease 2019,文献类型:Article; Early Access,HEADACHE,10.1111/head.13811,Headaches Associated With Personal Protective Equipment - A Cross-Sectional Study Among Frontline Healthcare Workers During COVID-19,"作者:Ong, JJY (Ong, Jonathan J. Y.)[ 1,2 ] ; Bharatendu, C (Bharatendu, Chandra)[ 1,2 ] ; Goh, YH (Goh, Yihui)[ 1 ] ; Tang, JZY (Tang, Jonathan Z. Y.)[ 2,3 ] ; Sooi, KWX (Sooi, Kenneth W. X.)[ 1 ] ; Tan, YL (Tan, Yi Lin)[ 1 ] ; Tan, BYQ (Tan, Benjamin Y. Q.)[ 1,2 ] ; Teoh, HL (Teoh, Hock-Luen)[ 1,2 ] ; Ong, ST (Ong, Shi T.)[ 3 ] ; Allen, DM (Allen, David M.)[ 2,4 ] ...更多内容",研究方向:Neurosciences & Neurology,,APR 2020,"Natl Univ Singapore Hosp, Univ Med Cluster, Dept Med, Headache Disorders Serv, 1E Kent Ridge Rd,NUHS Tower Block,Level 10, Singapore 119228, Singapore.
[ 1 ] Natl Univ Singapore Hosp, Dept Med, Div Neurol, Singapore, Singapore
[ 2 ] Natl Univ Singapore, Yong Loo Lin Sch Med, Singapore, Singapore
[ 3 ] Natl Univ Singapore Hosp, Dept Emergency Med, Singapore, Singapore
[ 4 ] Natl Univ Singapore Hosp, Dept Med, Div Infect Dis, Singapore, Singapore
"
"摘要
The COVID-19 pandemic exposes underlying inequalities in our socio-economic and health systems, such as gender-based violence (GBV). In emergencies, particularly ones that involve quarantine, GBV often increases. Policymakers must utilize community expertise, technology and existing global guidelines to disrupt these trends in the early stages of the COVID-19 epidemic. Gender norms and roles relegating women to the realm of care work puts them on the frontlines in an epidemic, while often excluding them from developing the response. It is critical to value women's roles in society and include their voices in the decision-making process to avoid unintended consequences and ensure a comprehensive response that caters to the needs of the most vulnerable groups.",作者关键词:COVID-19; crisis; gender; gender-based violence; services,文献类型:Article; Early Access,DEVELOPING WORLD BIOETHICS,10.1111/dewb.12261,Lessons Never Learned: Crisis and gender-based violence,"作者:John, N (John, Neetu)[ 1 ] ; Casey, SE (Casey, Sara E.)[ 2 ] ; Carino, G (Carino, Giselle)[ 3 ] ; McGovern, T (McGovern, Terry)[ 1 ]",研究方向:Social Sciences - Other Topics; Medical Ethics,,APR 2020,"Columbia Univ, Mailman Sch Publ Hlth, New York, NY 10027 USA.
[ 1 ] Columbia Univ, Mailman Sch Publ Hlth, Heilbrunn Dept Populat & Family Hlth, New York, NY 10027 USA
[ 2 ] Columbia Univ, Heilbrunn Dept Populat & Family Hlth, New York, NY 10027 USA
[ 3 ] WHR, IPPF, Panama City, Panama
"
,,文献类型:Letter; Early Access,ACTA OPHTHALMOLOGICA,10.1111/aos.14436,Precautions in ophthalmic practice in a hospital with the risk of COVID-19: experience from China,"作者:Ma, X (Ma, Xiang)[ 1 ] ; Lin, JR (Lin, Jingrong)[ 1 ] ; Fang, SF (Fang, Shifeng)[ 1 ]",研究方向:Ophthalmology,Bethune Lumitin Research Funding for the young and middle-aged ophthalmologists in China ,APR 2020,"Dalian Med Univ, Dept Ophthalmol, Affiliated Hosp 1, 222 Zhongshan Rd, Dalian 116011, Peoples R China.
[ 1 ] Dalian Med Univ, Dept Ophthalmol, Affiliated Hosp 1, 222 Zhongshan Rd, Dalian 116011, Peoples R China
"
